A,C,P,B,L,R,LA
1,2,90,13.5486,108.6,0.98,73
1,3,60,10.9079,830,0.6,74
1,3,84,11.2796,254,0.9,75
1,3,87,9.31084,409.2,0.82,76
1,3,90,13.5388,301.6,0.88,77
1,4,84,9.3759,215.2,0.92,78
1,4,87,13.477,494.6,0.78,79
1,4,90,15.6841,502.4,0.78,80
1,5,87,17.474,924.8,0.56,81
1,5,90,19.9934,1045,0.5,82
1,6,84,13.1736,409.2,0.82,83
1,6,87,17.7082,233.6,0.92,84
1,6,90,18.341,328,0.88,85
1,7,87,15.759,387.2,0.84,86
1,8,78,9.3759,60,1,87
3,1,60,14.8477,151.4,1,0
3,1,66,16.771,180,1,1
3,1,78,18.7333,191,0.98,2
3,1,81,18.9903,908,0.6,3
3,1,87,18.8903,163.4,1,4
3,1,90,21.6302,210.4,1,5
3,2,60,12.918,110,1,6
3,2,66,16.7417,120,1,7
3,2,78,18.678,111,1,8
3,2,84,24.9545,110.6,1,9
3,2,87,19.5556,608.8,0.74,10
3,2,90,28.7885,200,1,11
3,3,60,18.6649,110.4,1,12
3,3,81,20.5784,100,1,13
3,3,84,19.9193,160.4,1,14
3,3,87,23.8447,601.8,0.76,15
3,3,90,27.0474,884,0.62,16
3,4,81,18.926,121.6,1,17
3,4,84,23.9618,1117.6,0.48,18
3,4,87,32.8441,201,1,19
3,4,90,35.4238,220.2,1,20
3,5,87,35.7556,326.6,0.92,21
3,5,90,42.7618,220,1,22
3,6,84,27.766,140,1,23
3,6,87,33.1377,180,1,24
3,6,90,42.0604,240,1,25
3,7,84,30.0423,170.8,1,26
3,7,87,33.5395,226.2,0.98,27
3,7,90,40.4966,260.4,1,28
3,8,78,23.56,130.2,1,29
3,8,81,22.1533,170,1,30
3,8,84,31.2763,938.6,0.58,31
3,8,90,43.4847,300.6,1,32
2,1,60,14.1221,225,0.94,33
2,1,66,15.9901,375,0.86,34
2,1,78,17.9654,111.6,1,35
2,1,81,18.0532,122.4,1,36
2,1,87,18.1354,120,1,37
2,1,90,20.8452,830.4,0.64,38
2,2,60,12.3322,168.2,0.96,39
2,2,66,15.964,733.6,0.66,40
2,2,78,18.0565,424.6,0.82,41
2,2,84,24.2777,123.2,0.98,42
2,2,87,18.5437,475,0.8,43
2,2,90,27.6676,699.8,0.7,44
2,3,60,18.0174,151.4,0.96,45
2,3,84,19.144,903.8,0.58,46
2,3,87,23.1475,223.4,0.94,47
2,3,90,25.8159,177.2,0.98,48
2,4,81,18.1386,80.2,1,49
2,4,84,23.0402,150.2,0.98,50
2,4,87,31.8305,140,1,51
2,4,90,34.1979,302,0.92,52
2,5,87,34.1426,586.4,0.76,53
2,5,90,41.3204,261,0.94,54
2,6,84,26.8964,139.8,0.98,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,40.4782,200,0.98,57
2,7,84,29.1467,120,1,58
2,7,87,32.421,1107.2,0.48,59
2,7,90,38.8917,190,1,60
2,8,75,18.3444,90,1,61
2,8,78,22.6709,90.8,1,62
2,8,81,21.2902,131.2,1,63
2,8,84,30.3408,356.8,0.88,64
2,8,90,41.6967,292.2,0.96,65
1,1,60,7.0484,1064,0.48,66
1,1,66,10.7355,947,0.54,67
1,1,78,10.9177,557,0.74,68
1,1,81,8.95864,791,0.62,69
1,1,90,11.2959,60,1,70
1,2,66,9.03021,245,0.9,71
1,2,84,10.9567,50,1,72
1,2,90,13.5486,108.6,0.98,73
1,3,60,10.9047,830,0.6,74
1,3,84,11.2146,448,0.8,75
1,3,87,9.36939,603.2,0.72,76
1,3,90,13.0671,1343.8,0.34,77
1,4,84,9.3759,98.8,0.98,78
1,4,87,13.5388,417.4,0.82,79
1,4,90,15.7362,310.4,0.88,80
1,5,87,17.422,1040,0.5,81
1,5,90,19.9837,357.4,0.86,82
1,6,84,13.1834,331.6,0.86,83
1,6,87,17.6529,464,0.8,84
1,6,90,18.2402,594,0.74,85
1,7,87,15.6353,1692.8,0.16,86
1,8,78,9.37265,176.4,0.94,87
3,1,60,14.7664,853.4,0.62,0
3,1,66,16.8035,180,1,1
3,1,78,18.6617,187.8,0.98,2
3,1,81,18.9805,216.4,0.98,3
3,1,87,19.1473,1374.8,0.34,4
3,1,90,21.6367,210.2,1,5
3,2,60,12.9375,110,1,6
3,2,66,16.7449,120,1,7
3,2,78,18.7105,113.2,1,8
3,2,84,24.9513,147.8,0.98,9
3,2,87,19.663,232.8,0.94,10
3,2,90,28.782,200,1,11
3,3,60,18.6584,110,1,12
3,3,81,20.6207,102.6,1,13
3,3,84,19.903,160,1,14
3,3,87,24.0139,712,0.7,15
3,3,90,26.862,200,1,16
3,4,81,18.9716,1548.8,0.24,17
3,4,84,23.9716,235.8,0.96,18
3,4,87,32.8441,201,1,19
3,4,90,35.427,220,1,20
3,5,87,35.7686,217.6,0.98,21
3,5,90,42.7553,220,1,22
3,6,84,27.8148,148.8,1,23
3,6,87,33.1442,180,1,24
3,6,90,41.9107,1014.4,0.56,25
3,7,84,30.0391,171.2,1,26
3,7,87,33.5168,190,1,27
3,7,90,40.4869,260,1,28
3,8,78,23.5502,130,1,29
3,8,81,22.2053,172.6,1,30
3,8,84,31.2763,938.6,0.58,31
3,8,90,43.2862,1218,0.46,32
2,1,60,14.1937,233.8,0.94,33
2,1,66,15.9705,489.6,0.8,34
2,1,78,18.0207,311.4,0.9,35
2,1,81,17.9816,489.6,0.8,36
2,1,87,18.1289,120,1,37
2,1,90,20.9005,272.8,0.94,38
2,2,60,12.2607,628.4,0.72,39
2,2,66,16.0519,157.2,0.96,40
2,2,78,17.9361,1692,0.16,41
2,2,84,24.3493,128.8,0.98,42
2,2,87,18.4657,815.8,0.62,43
2,2,90,27.7066,884,0.6,44
2,3,60,17.9914,149.6,0.96,45
2,3,84,19.2123,1357.4,0.34,46
2,3,87,23.1703,186.2,0.96,47
2,3,90,25.8191,177.8,0.98,48
2,4,81,18.22,387.4,0.84,49
2,4,84,23.102,155.6,0.98,50
2,4,87,31.9053,177.2,0.98,51
2,4,90,34.2272,230,0.96,52
2,5,87,33.8595,1851.2,0.08,53
2,5,90,41.3659,224.8,0.96,54
2,6,84,26.8672,100,1,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,40.4652,234.6,0.96,57
2,7,84,28.932,1361.4,0.34,58
2,7,87,32.2616,177.6,0.98,59
2,7,90,38.8819,226.2,0.98,60
2,8,75,18.4095,1159.6,0.44,61
2,8,78,22.6806,90.6,1,62
2,8,81,21.3227,132.4,1,63
2,8,84,30.3733,396,0.86,64
2,8,90,41.6121,434.6,0.88,65
1,1,60,7.10045,401,0.82,66
1,1,66,10.9112,284,0.88,67
1,1,78,10.8917,830,0.6,68
1,1,81,9.03672,323,0.86,69
1,1,90,11.2959,60,1,70
1,2,66,9.02696,128,0.96,71
1,2,84,10.947,89,0.98,72
1,2,90,13.5551,147.2,0.96,73
1,3,60,10.8168,1610,0.2,74
1,3,84,11.2731,137.6,0.96,75
1,3,87,9.3759,60,1,76
1,3,90,13.2981,1498.2,0.26,77
1,4,84,9.36289,137.6,0.96,78
1,4,87,13.5225,417.4,0.82,79
1,4,90,15.7687,272,0.9,80
1,5,87,17.3081,1270.4,0.38,81
1,5,90,19.9837,357.4,0.86,82
1,6,84,13.2029,215.2,0.92,83
1,6,87,17.6822,387.2,0.84,84
1,6,90,18.3345,366,0.86,85
1,7,87,15.6939,502.4,0.78,86
1,8,78,9.36614,137.6,0.96,87
