A,C,P,B,L,R,LA
2,3,84,19.0464000702,150.8000030518,0.9399999976,46
2,3,87,23.0531997681,138.266998291,0.9599999785,47
2,3,90,25.848400116,193.733001709,0.9200000167,48
2,4,81,18.2492008209,160.6000061035,0.8799999952,49
2,4,84,23.0531997681,110.8000030518,1,50
2,4,87,31.830499649,181.1999969482,0.9399999976,51
2,4,90,34.2271995544,177.4669952393,0.9599999785,52
2,5,87,34.2304000854,149.4669952393,0.9599999785,53
2,5,90,41.4016990662,178.6670074463,0.9599999785,54
2,6,84,26.9810009003,156.1329956055,0.9200000167,55
2,6,87,31.9312992096,170.6000061035,0.9399999976,56
2,6,90,40.5270004272,178.9329986572,0.9800000191,57
2,7,84,29.2378005981,176.1329956055,0.9200000167,58
2,7,87,32.3072013855,154.733001709,0.9800000191,59
2,7,90,38.8884010315,243.733001709,0.9200000167,60
2,8,75,18.4029998779,250.3999938965,0.8199999928,61
2,8,78,22.6805992126,170.3999938965,0.8799999952,62
2,8,81,21.4073009491,158.6670074463,0.9599999785,63
2,8,84,30.1098003387,185.5330047607,0.9200000167,64
2,8,90,41.6935005188,247.0670013428,0.9599999785,65
1,1,60,6.9117698669,1438.8900146484,0.2599999905,66
1,1,66,10.7744998932,823.3330078125,0.4600000083,67
1,1,78,10.8460998535,476.6669921875,0.6200000048,68
1,1,81,8.9163503647,530,0.6000000238,69
1,1,90,11.2438001633,246.6670074463,0.7599999905,70
1,2,66,8.9098501205,490,0.5799999833,71
1,2,84,10.836400032,355.5559997559,0.6600000262,72
1,2,90,13.4607000351,260.4760131836,0.7400000095,73
1,3,60,10.8266000748,635.033996582,0.5400000215,74
1,3,84,11.1007003784,522.5850219727,0.5400000215,75
1,3,87,9.3075799942,220,0.7799999714,76
1,3,90,13.4737997055,256.6669921875,0.7200000286,77
1,4,84,9.2880601883,353.3330078125,0.6800000072,78
1,4,87,13.4770002365,256.6669921875,0.7599999905,79
1,4,90,15.7655000687,333.3330078125,0.7400000095,80
1,5,87,17.5456008911,333.3330078125,0.6800000072,81
1,5,90,19.8827991486,250,0.8000000119,82
1,6,84,13.0727996826,272.7659912109,0.6800000072,83
1,6,87,17.617099762,346.6669921875,0.6999999881,84
1,6,90,18.1881008148,358.5029907227,0.6800000072,85
1,7,87,15.7068996429,297.6870117188,0.7200000286,86
1,8,78,9.196969986,460,0.6600000262,87
3,1,60,15.0234003067,156.8000030518,1,0
3,1,66,16.8229999542,164.5330047607,0.9800000191,1
3,1,78,18.704000473,163.9329986572,0.9800000191,2
3,1,81,18.7007007599,177.8670043945,0.9599999785,3
3,1,87,18.8869991302,186.8670043945,0.9599999785,4
3,1,90,21.6692008972,211.1999969482,1,5
3,2,60,13.087100029,126.5329971313,0.9800000191,6
3,2,66,16.8262996674,120.4000015259,1,7
3,2,78,18.6844997406,110.5999984741,1,8
3,2,84,25.0032997131,110.1999969482,1,9
3,2,87,19.2497997284,133.733001709,0.9800000191,10
3,2,90,28.8633003235,214.5330047607,0.9800000191,11
3,3,60,18.7203006744,125.1330032349,0.9800000191,12
3,3,81,20.6434993744,100.8000030518,1,13
3,3,84,19.9388008118,160.1999969482,1,14
3,3,87,23.9454994202,160.6000061035,1,15
3,3,90,26.9009990692,200.8000030518,1,16
3,4,81,18.8805007935,121,1,17
3,4,84,23.9228000641,160.1999969482,1,18
3,4,87,32.8571014404,201.3999938965,1,19
3,4,90,35.4562988281,220.3999938965,1,20
3,5,87,35.5018005371,180.3999938965,1,21
3,5,90,42.8301010132,220.8000030518,1,22
3,6,84,27.8180999756,153.5330047607,0.9800000191,23
3,6,87,33.1898002625,180.1999969482,1,24
3,6,90,42.0830993652,240.3999938965,1,25
3,7,84,30.0683002472,170.6000061035,1,26
3,7,87,33.5167999268,190.1999969482,1,27
3,7,90,40.5453987122,260,1,28
3,8,78,23.6445007324,131.3999938965,1,29
3,8,81,22.2248001099,170.3999938965,1,30
3,8,84,31.1201000214,170.1999969482,1,31
3,8,90,43.4781990051,300.799987793,1,32
2,1,60,14.1773996353,410.1329956055,0.6999999881,33
2,1,66,16.0942001343,232.449005127,0.8000000119,34
2,1,78,17.9783992767,164.5330047607,0.9200000167,35
2,1,81,17.991399765,151.1999969482,0.9399999976,36
2,1,87,18.1516990662,148.6670074463,0.9599999785,37
2,1,90,20.7996997833,201.1999969482,0.9399999976,38
2,2,60,12.2249002457,147.0670013428,0.8999999762,39
2,2,66,16.1039009094,201,0.8600000143,40
2,2,78,18.0109004974,181.3190002441,0.8000000119,41
2,2,84,24.3785991669,148.266998291,0.9200000167,42
2,2,87,18.5827999115,211.1999969482,0.8600000143,43
2,2,90,27.797700882,181.6000061035,0.9399999976,44
2,3,60,18.0303993225,152.449005127,0.8600000143,45
2,3,84,19.0496997833,164.5330047607,0.9200000167,46
2,3,87,23.0825004578,139.0670013428,0.9599999785,47
2,3,90,25.8418998718,154.1329956055,0.9800000191,48
2,4,81,18.2199993134,253.5330047607,0.7799999714,49
2,4,84,23.0368995667,123.3330001831,0.9800000191,50
2,4,87,31.8271999359,180.8000030518,0.9399999976,51
2,4,90,34.2206001282,163.733001709,0.9800000191,52
2,5,87,34.2402000427,135.9329986572,0.9800000191,53
2,5,90,41.3886985779,177.0670013428,0.9599999785,54
2,6,84,26.9582004547,154.9329986572,0.9399999976,55
2,6,87,31.9183006287,130,1,56
2,6,90,40.471698761,191.4669952393,0.9599999785,57
2,7,84,29.2150001526,202,0.8799999952,58
2,7,87,32.3202018738,181.6000061035,0.9399999976,59
2,7,90,38.9664993286,219.0670013428,0.9599999785,60
2,8,75,18.3899993896,130.3999938965,0.9399999976,61
2,8,78,22.6741008759,130.1999969482,0.9399999976,62
2,8,81,21.3227005005,224.733001709,0.8600000143,63
2,8,84,30.0382003784,183.9329986572,0.9200000167,64
2,8,90,41.7097015381,274.933013916,0.9200000167,65
1,1,60,6.924779892,1227.3000488281,0.2800000012,66
1,1,66,10.7126998901,1476.6700439453,0.3199999928,67
1,1,78,10.8429002762,436.6669921875,0.6000000238,68
1,1,81,8.9391202927,294.8980102539,0.6600000262,69
1,1,90,11.1983003616,286.6669921875,0.7400000095,70
1,2,66,8.9293603897,516.6669921875,0.6000000238,71
1,2,84,10.8818998337,223.3329925537,0.7599999905,72
1,2,90,13.4899997711,270,0.7799999714,73
1,3,60,10.8168001175,410,0.6000000238,74
1,3,84,11.1625003815,318.5029907227,0.6999999881,75
1,3,87,9.2327604294,500,0.6000000238,76
1,3,90,13.4899997711,296.6669921875,0.7400000095,77
1,4,84,9.2848100662,366.6669921875,0.6800000072,78
1,4,87,13.4965000153,206.0540008545,0.8399999738,79
1,4,90,15.7264003754,440,0.6800000072,80
1,5,87,17.6366996765,218.8890075684,0.7799999714,81
1,5,90,19.8957996368,280.4760131836,0.7400000095,82
1,6,84,13.0858001709,427.3469848633,0.5799999833,83
1,6,87,17.6105995178,427.2219848633,0.6200000048,84
1,6,90,18.2336997986,313.3330078125,0.7200000286,85
1,7,87,15.7068996429,306.6669921875,0.7599999905,86
1,8,78,9.2327604294,420,0.6399999857,87
3,1,60,15.0136003494,168.1329956055,0.9800000191,0
3,1,66,16.8327999115,179.4669952393,0.9599999785,1
3,1,78,18.7234992981,152.8000030518,1,2
3,1,81,18.6975002289,150.3999938965,1,3
3,1,87,18.8838005066,162.1999969482,1,4
3,1,90,21.6823005676,211.3999938965,1,5
3,2,60,13.054599762,111.8000030518,1,6
3,2,66,16.8360004425,120.8000030518,1,7
3,2,78,18.7136993408,111,1,8
3,2,84,24.9934997559,110.5999984741,1,9
3,2,87,19.272600174,134.1329956055,0.9800000191,10
3,2,90,28.8341007233,200.3999938965,1,11
3,3,60,18.7136993408,111.8000030518,1,12
3,3,81,20.6175003052,100.5999984741,1,13
3,3,84,19.9419994354,160.6000061035,1,14
3,3,87,23.9552993774,160.8000030518,1,15
3,3,90,26.8978004456,200.3999938965,1,16
3,4,81,18.8675003052,120.4000015259,1,17
3,4,84,23.9162998199,160.1999969482,1,18
3,4,87,32.8473014832,200.1999969482,1,19
3,4,90,35.4594993591,220.1999969482,1,20
3,5,87,35.5051002502,181.1999969482,1,21
3,5,90,42.8334007263,221.6000061035,1,22
3,6,84,27.8017997742,141.3999938965,1,23
3,6,87,33.1930007935,193.3329925537,0.9800000191,24
3,6,90,42.1058998108,240,1,25
3,7,84,30.0781002045,171,1,26
3,7,87,33.5363006592,190.3999938965,1,27
3,7,90,40.5714988708,262.200012207,1,28
3,8,78,23.6315002441,131.8000030518,1,29
3,8,81,22.2085990906,170.8000030518,1,30
3,8,84,31.1429004669,171,1,31
3,8,90,43.4976997375,300,1,32
2,1,60,14.1838998795,321.6669921875,0.6999999881,33
2,1,66,16.1072006226,230,0.8199999928,34
2,1,78,17.9620990753,203.733001709,0.8799999952,35
2,1,81,17.9783992767,217.8670043945,0.8399999738,36
2,1,87,18.1744003296,188.6670074463,0.9200000167,37
2,1,90,20.7768993378,201.1999969482,0.9399999976,38
2,2,60,12.2347002029,201.3999938965,0.8799999952,39
2,2,66,16.0974006653,146.8670043945,0.9200000167,40
2,2,78,18.0207004547,150.8000030518,0.8799999952,41
2,2,84,24.3101997375,201.1999969482,0.8600000143,42
2,2,87,18.5436992645,157.0670013428,0.8999999762,43
2,2,90,27.8041992188,154.1329956055,0.9800000191,44
2,3,60,18.0433998108,98.6667022705,0.9599999785,45
2,3,84,19.0594005585,218.266998291,0.8600000143,46
2,3,87,23.0466995239,150.8000030518,0.9399999976,47
2,3,90,25.8614006042,154.9329986572,0.9800000191,48
2,4,81,18.2590007782,188.266998291,0.8600000143,49
2,4,84,23.0792007446,125.733001709,0.9800000191,50
2,4,87,31.7817001343,141.1999969482,1,51
2,4,90,34.210899353,163.733001709,0.9800000191,52
2,5,87,34.214099884,189.0670013428,0.8999999762,53
2,5,90,41.3788986206,178.266998291,0.9599999785,54
2,6,84,26.9386997223,154.5330047607,0.9200000167,55
2,6,87,31.947599411,131.6000061035,1,56
2,6,90,40.513999939,191.266998291,0.9599999785,57
2,7,84,29.2052993774,216.5330047607,0.8600000143,58
2,7,87,32.2941017151,168.6670074463,0.9599999785,59
2,7,90,38.9177017212,232,0.9399999976,60
2,8,75,18.3736991882,170.8000030518,0.8999999762,61
2,8,78,22.6644001007,143.733001709,0.9200000167,62
2,8,81,21.361700058,211.6000061035,0.8999999762,63
2,8,84,30.0935001373,157.0670013428,0.9599999785,64
2,8,90,41.7130012512,274.933013916,0.9200000167,65
1,1,60,6.9052600861,1050,0.3600000143,66
1,1,66,10.7875995636,836.6669921875,0.4199999869,67
1,1,78,10.8135995865,591.6669921875,0.5199999809,68
1,1,81,8.9065904617,466.6669921875,0.6000000238,69
1,1,90,11.2047996521,250.4759979248,0.7599999905,70
1,2,66,8.8968296051,556.6669921875,0.5400000215,71
1,2,84,10.8624000549,343.3330078125,0.6999999881,72
1,2,90,13.398900032,496.6669921875,0.5799999833,73
1,3,60,10.807100296,370,0.6000000238,74
1,3,84,11.1300001144,500,0.5799999833,75
1,3,87,9.2457704544,291.2929992676,0.7200000286,76
1,3,90,13.4444999695,283.3330078125,0.7400000095,77
1,4,84,9.3140897751,206.6670074463,0.8000000119,78
1,4,87,13.5486001968,96.6667022705,0.9599999785,79
1,4,90,15.6970996857,256.8710021973,0.7400000095,80
1,5,87,17.6431999207,200,0.8399999738,81
1,5,90,19.8372993469,396.6669921875,0.6800000072,82
1,6,84,13.0825004578,645.033996582,0.6000000238,83
1,6,87,17.5552997589,426.6669921875,0.6399999857,84
1,6,90,18.1394004822,685.033996582,0.6200000048,85
1,7,87,15.7328996658,253.3329925537,0.8000000119,86
1,8,78,9.161190033,526.6669921875,0.5799999833,87
3,1,60,14.9811000824,194.6000061035,0.9399999976,0
3,1,66,16.8132991791,151.1999969482,1,1
3,1,78,18.7203006744,153,1,2
3,1,81,18.7268009186,163.5330047607,0.9800000191,3
3,1,87,18.9487991333,174.9329986572,0.9800000191,4
3,1,90,21.6888008118,224.9329986572,0.9800000191,5
3,2,60,13.0285997391,124.9329986572,0.9800000191,6
3,2,66,16.8360004425,120,1,7
3,2,78,18.7299995422,111.4000015259,1,8
3,2,84,25.0130996704,110.8000030518,1,9
3,2,87,19.2823009491,121.4000015259,1,10
3,2,90,28.8437995911,201,1,11
3,3,60,18.6975002289,110.8000030518,1,12
3,3,81,20.6434993744,101.1999969482,1,13
3,3,84,19.9582996368,161.8000030518,1,14
3,3,87,23.9617996216,160.8000030518,1,15
3,3,90,26.8815002441,200.1999969482,1,16
3,4,81,18.8805007935,120.5999984741,1,17
3,4,84,23.9293003082,161,1,18
3,4,87,32.840801239,200.8000030518,1,19
3,4,90,35.4692993164,220.6000061035,1,20
3,5,87,35.4888000488,193.5330047607,0.9800000191,21
3,5,90,42.8008995056,220.1999969482,1,22
3,6,84,27.7985992432,140.8000030518,1,23
3,6,87,33.2223014832,180.6000061035,1,24
3,6,90,42.1124000549,240,1,25
3,7,84,30.0618000031,170.1999969482,1,26
3,7,87,33.529800415,190.1999969482,1,27
3,7,90,40.5162010193,260.200012207,1,28
3,8,78,23.6413002014,131.3999938965,1,29
3,8,81,22.2021007538,170.1999969482,1,30
3,8,84,31.1494007111,170.6000061035,1,31
3,8,90,43.4813995361,300.200012207,1,32
2,1,60,14.1480998993,295.1390075684,0.6999999881,33
2,1,66,16.1007003784,230.3999938965,0.8399999738,34
2,1,78,18.0238990784,124.3059997559,0.9399999976,35
2,1,81,18.0109004974,152.3999938965,0.9399999976,36
2,1,87,18.2036991119,120.8000030518,1,37
2,1,90,20.7833995819,214.9329986572,0.9200000167,38
2,2,60,12.2184000015,215.1329956055,0.8199999928,39
2,2,66,16.0974006653,253.733001709,0.8000000119,40
2,2,78,17.991399765,163.5330047607,0.8799999952,41
2,2,84,24.3395004272,108.6669998169,0.9599999785,42
2,2,87,18.5664997101,133.3329925537,0.8999999762,43
2,2,90,27.8010005951,141.1999969482,1,44
2,3,60,18.0466995239,125.9329986572,0.9200000167,45
2,3,84,19.0333995819,164.9329986572,0.9200000167,46
2,3,87,23.0368995667,137.0670013428,0.9599999785,47
2,3,90,25.8647003174,140.8000030518,1,48
2,4,81,18.2005004883,187.0670013428,0.8600000143,49
2,4,84,23.0986995697,124.9329986572,0.9800000191,50
2,4,87,31.8076992035,154.8300018311,0.9599999785,51
2,4,90,34.214099884,216.6670074463,0.9200000167,52
2,5,87,34.2304000854,162,0.9399999976,53
2,5,90,41.3855018616,165.3329925537,0.9800000191,54
2,6,84,26.9419994354,182,0.8799999952,55
2,6,87,31.9118003845,143.733001709,0.9800000191,56
2,6,90,40.513999939,192.6670074463,0.9599999785,57
2,7,84,29.172700882,294.933013916,0.8000000119,58
2,7,87,32.2714004517,180.6000061035,0.9399999976,59
2,7,90,38.9210014343,216.6670074463,0.9599999785,60
2,8,75,18.3770008087,196.8670043945,0.8399999738,61
2,8,78,22.6741008759,143.733001709,0.9200000167,62
2,8,81,21.3064002991,331.3999938965,0.7599999905,63
2,8,84,30.0480003357,185.5330047607,0.9200000167,64
2,8,90,41.7454986572,260.3999938965,0.9399999976,65
1,1,60,6.8727297783,1340.7800292969,0.2599999905,66
1,1,66,10.7973003387,1478.5699462891,0.4199999869,67
1,1,78,10.8395996094,356.6669921875,0.6200000048,68
1,1,81,8.9749097824,223.3329925537,0.7799999714,69
1,1,90,11.1689996719,427.3469848633,0.6000000238,70
1,2,66,8.8838195801,553.4010009766,0.5199999809,71
1,2,84,10.8624000549,343.3330078125,0.6600000262,72
1,2,90,13.4737997055,323.3330078125,0.7400000095,73
1,3,60,10.836400032,396.6669921875,0.6200000048,74
1,3,84,11.1625003815,300,0.7400000095,75
1,3,87,9.2718000412,273.3330078125,0.7400000095,76
1,3,90,13.4607000351,336.6669921875,0.6999999881,77
1,4,84,9.2750501633,273.3330078125,0.7400000095,78
1,4,87,13.4965000153,216.6670074463,0.8199999928,79
1,4,90,15.768699646,173.3329925537,0.8799999952,80
1,5,87,17.5911006927,320,0.6800000072,81
1,5,90,19.8307991028,290,0.7400000095,82
1,6,84,13.0760002136,740.2719726563,0.5600000024,83
1,6,87,17.6301994324,306.6669921875,0.7400000095,84
1,6,90,18.1588993073,406.6669921875,0.6399999857,85
1,7,87,15.7491998672,202.449005127,0.8199999928,86
1,8,78,9.2262496948,380,0.6200000048,87
3,1,60,14.9843997955,221.266998291,0.8999999762,0
3,1,66,16.8262996674,165.1329956055,0.9800000191,1
3,1,78,18.7136993408,152.1999969482,1,2
3,1,81,18.7105007172,150.6000061035,1,3
3,1,87,18.864200592,160.6000061035,1,4
3,1,90,21.6854991913,210.6000061035,1,5
3,2,60,13.0708999634,113,1,6
3,2,66,16.8295001984,134.5330047607,0.9800000191,7
3,2,78,18.7071990967,110.4000015259,1,8
3,2,84,25.0228004456,110.8000030518,1,9
3,2,87,19.2367992401,120.1999969482,1,10
3,2,90,28.8307991028,200.3999938965,1,11
3,3,60,18.7105007172,111.8000030518,1,12
3,3,81,20.614200592,100.5999984741,1,13
3,3,84,19.9388008118,160.8000030518,1,14
3,3,87,23.9585990906,161,1,15
3,3,90,26.9043006897,200.8000030518,1,16
3,4,81,18.8740005493,120.8000030518,1,17
3,4,84,23.9325008392,161.3999938965,1,18
3,4,87,32.8473014832,200.8000030518,1,19
3,4,90,35.4659996033,221.1999969482,1,20
3,5,87,35.4725990295,181,1,21
3,5,90,42.7845993042,220.3999938965,1,22
3,6,84,27.79529953,140.6000061035,1,23
3,6,87,33.2093009949,180.6000061035,1,24
3,6,90,42.0863990784,240,1,25
3,7,84,30.0781002045,170.3999938965,1,26
3,7,87,33.5363006592,190.3999938965,1,27
3,7,90,40.5323982239,260,1,28
3,8,78,23.6511001587,131.3999938965,1,29
3,8,81,22.2248001099,171.8000030518,1,30
3,8,84,31.1460990906,170.6000061035,1,31
3,8,90,43.4813995361,300,1,32
2,1,60,14.1547002792,455.8500061035,0.6600000262,33
2,1,66,16.1103992462,244.1329956055,0.8199999928,34
2,1,78,17.9881000519,150.3999938965,0.9399999976,35
2,1,81,18.0044002533,151.1999969482,0.9399999976,36
2,1,87,18.2166996002,160.8000030518,0.9599999785,37
2,1,90,20.8029003143,160.8000030518,1,38
2,2,60,12.2215995789,121,0.9399999976,39
2,2,66,16.0680999756,173.5330047607,0.8600000143,40
2,2,78,18.0011997223,177.266998291,0.8600000143,41
2,2,84,24.2777004242,147.4669952393,0.8999999762,42
2,2,87,18.5729999542,158.266998291,0.8999999762,43
2,2,90,27.7618999481,168.266998291,0.9599999785,44
2,3,60,18.0988006592,165.733001709,0.8600000143,45
2,3,84,19.0529003143,124.5329971313,0.9800000191,46
2,3,87,23.0466995239,163.733001709,0.9399999976,47
2,3,90,25.8841991425,182,0.9399999976,48
2,4,81,18.1679000854,120.8000030518,0.9399999976,49
2,4,84,23.0433998108,150,0.9399999976,50
2,4,87,31.811000824,194.5330047607,0.9200000167,51
2,4,90,34.2402000427,150.3999938965,1,52
2,5,87,34.2499008179,164.8000030518,0.9399999976,53
2,5,90,41.3723983765,191.1999969482,0.9399999976,54
2,6,84,26.9290008545,180.3999938965,0.8999999762,55
2,6,87,31.9312992096,158.0670013428,0.9599999785,56
2,6,90,40.513999939,175.9329986572,0.9800000191,57
2,7,84,29.2378005981,162.3999938965,0.9399999976,58
2,7,87,32.3168983459,167.6670074463,0.9599999785,59
2,7,90,38.8950004578,256.6669921875,0.9200000167,60
2,8,75,18.4225006104,157.4669952393,0.8999999762,61
2,8,78,22.7164001465,143.733001709,0.9200000167,62
2,8,81,21.3780002594,185.1329956055,0.9200000167,63
2,8,84,30.0739994049,224.5330047607,0.8799999952,64
2,8,90,41.7389984131,250.6940002441,0.9200000167,65
1,1,60,6.9085202217,1661.1099853516,0.3600000143,66
1,1,66,10.7224998474,1008.3300170899,0.3400000036,67
1,1,78,10.8655996323,516.6669921875,0.6000000238,68
1,1,81,8.9651498795,294.8980102539,0.7200000286,69
1,1,90,11.1950998306,326.6669921875,0.6999999881,70
1,2,66,8.9065904617,508.3330078125,0.6200000048,71
1,2,84,10.8331003189,330,0.6600000262,72
1,2,90,13.4607000351,256.6669921875,0.7599999905,73
1,3,60,10.8102998734,458.1629943848,0.5600000024,74
1,3,84,11.1463003159,353.3330078125,0.6600000262,75
1,3,87,9.2262496948,318.5029907227,0.6600000262,76
1,3,90,13.4997997284,190,0.8199999928,77
1,4,84,9.333609581,223.2649993896,0.8000000119,78
1,4,87,13.5062999725,233.2649993896,0.8000000119,79
1,4,90,15.7037000656,240,0.7799999714,80
1,5,87,17.6268997192,253.3329925537,0.7799999714,81
1,5,90,19.8274993896,410,0.6800000072,82
1,6,84,13.0629997253,420,0.6399999857,83
1,6,87,17.6627006531,284.0820007324,0.7400000095,84
1,6,90,18.2922992706,236.0540008545,0.8000000119,85
1,7,87,15.7426996231,373.3330078125,0.7799999714,86
1,8,78,9.2555303574,380,0.6800000072,87
3,1,60,14.9843997955,178.8670043945,0.9599999785,0
3,1,66,16.8068008423,164.9329986572,0.9800000191,1
3,1,78,18.7203006744,166.9329986572,0.9800000191,2
3,1,81,18.7071990967,150.3999938965,1,3
3,1,87,18.8999996185,161.8000030518,1,4
3,1,90,21.6692008972,210.8000030518,1,5
3,2,60,13.0676002502,112.5999984741,1,6
3,2,66,16.8197994232,174.733001709,0.9399999976,7
3,2,78,18.7203006744,124.1330032349,0.9800000191,8
3,2,84,25.0293006897,110.8000030518,1,9
3,2,87,19.2562999725,121,1,10
3,2,90,28.8535995483,214.5330047607,0.9800000191,11
3,3,60,18.704000473,111,1,12
3,3,81,20.6336994171,101.4000015259,1,13
3,3,84,19.9290008545,174.5330047607,0.9800000191,14
3,3,87,23.9552993774,160.3999938965,1,15
3,3,90,26.9043006897,200.8000030518,1,16
3,4,81,18.8675003052,120.4000015259,1,17
3,4,84,23.938999176,161.8000030518,1,18
3,4,87,32.8636016846,201.6000061035,1,19
3,4,90,35.4367980957,220.1999969482,1,20
3,5,87,35.4757995605,194.3329925537,0.9800000191,21
3,5,90,42.7715988159,220,1,22
3,6,84,27.7595005035,140,1,23
3,6,87,33.1963005066,180,1,24
3,6,90,42.0993995667,240.6000061035,1,25
3,7,84,30.0781002045,170.6000061035,1,26
3,7,87,33.5460014343,190,1,27
3,7,90,40.5453987122,260,1,28
3,8,78,23.6608009338,132.8000030518,1,29
3,8,81,22.2248001099,184.9329986572,0.9800000191,30
3,8,84,31.1298999786,170.1999969482,1,31
3,8,90,43.4846992493,300.200012207,1,32
2,1,60,14.174200058,515.5999755859,0.6200000048,33
2,1,66,16.0942001343,271.6000061035,0.8000000119,34
2,1,78,18.0011997223,190.8000030518,0.8799999952,35
2,1,81,18.0011997223,137.4669952393,0.9599999785,36
2,1,87,18.1613998413,174.1329956055,0.9200000167,37
2,1,90,20.8127002716,215.3329925537,0.9200000167,38
2,2,60,12.1891002655,280.799987793,0.7599999905,39
2,2,66,16.1039009094,227.4669952393,0.8199999928,40
2,2,78,18.0499992371,176.8670043945,0.8399999738,41
2,2,84,24.3101997375,160.8000030518,0.8799999952,42
2,2,87,18.5697994232,145.3329925537,0.9200000167,43
2,2,90,27.7684001923,154.5330047607,0.9800000191,44
2,3,60,18.033700943,164.3329925537,0.8600000143,45
2,3,84,19.039899826,151.1999969482,0.9399999976,46
2,3,87,23.0564002991,152,0.9399999976,47
2,3,90,25.8810005188,154.5330047607,0.9800000191,48
2,4,81,18.1874008179,134.3329925537,0.9200000167,49
2,4,84,23.0531997681,110,1,50
2,4,87,31.8141994476,182,0.9599999785,51
2,4,90,34.2271995544,177.4669952393,0.9599999785,52
2,5,87,34.256401062,162.3999938965,0.9399999976,53
2,5,90,41.395198822,177.8670043945,0.9599999785,54
2,6,84,26.9354991913,169.2519989014,0.8999999762,55
2,6,87,31.9377994537,143.9329986572,0.9800000191,56
2,6,90,40.5302009583,163.6000061035,1,57
2,7,84,29.2768001556,177.3329925537,0.9200000167,58
2,7,87,32.2518005371,166.6670074463,0.9599999785,59
2,7,90,38.9371986389,217.6670074463,0.9599999785,60
2,8,75,18.3899993896,90.8000030518,1,61
2,8,78,22.7327003479,158.0670013428,0.8999999762,62
2,8,81,21.3325004578,184.5330047607,0.9200000167,63
2,8,84,30.0869998932,185.733001709,0.9200000167,64
2,8,90,41.7552986145,236.1329956055,0.9800000191,65
1,1,60,6.8467001915,1766.6700439453,0.200000003,66
1,1,66,10.7842998505,689.4559936523,0.4600000083,67
1,1,78,10.8006000519,716.6669921875,0.5199999809,68
1,1,81,8.9456300735,343.3330078125,0.6800000072,69
1,1,90,11.1852998734,400.1359863281,0.6200000048,70
1,2,66,8.9000902176,410,0.6000000238,71
1,2,84,10.8233003616,498.9800109863,0.6000000238,72
1,2,90,13.4933004379,230,0.8000000119,73
1,3,60,10.8135995865,383.3330078125,0.6000000238,74
1,3,84,11.1885004044,340,0.7200000286,75
1,3,87,9.2718000412,236.8710021973,0.7599999905,76
1,3,90,13.4639997482,310,0.7400000095,77
1,4,84,9.2978200912,318.5029907227,0.6999999881,78
1,4,87,13.5257997513,123.3330001831,0.9200000167,79
1,4,90,15.7491998672,243.2649993896,0.7799999714,80
1,5,87,17.6594009399,256.8710021973,0.7599999905,81
1,5,90,19.8535995483,356.6669921875,0.7200000286,82
1,6,84,13.0434999466,596.2319946289,0.5600000024,83
1,6,87,17.5846004486,400,0.6399999857,84
1,6,90,18.2597007751,273.3330078125,0.7799999714,85
1,7,87,15.7524003983,200,0.8199999928,86
1,8,78,9.187210083,549.7960205078,0.6600000262,87
