A,C,P,B,L,R,LA
2,5,90,41.3334,225.6,0.96,54
2,6,84,26.75,784,0.64,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,39.8471,1889.6,0.06,57
2,7,84,29.1467,121.8,1,58
2,7,87,32.2518,214.6,0.96,59
2,7,90,37.971,1892.4,0.06,60
2,8,75,18.3314,91.2,1,61
2,8,78,22.6969,130.2,0.98,62
2,8,81,21.5862,280.4,0.92,63
2,8,84,30.2692,1739,0.14,64
2,8,90,41.7195,223.6,1,65
1,1,60,7.08419,245,0.9,66
1,1,66,10.9242,362,0.84,67
1,1,78,10.9535,89,0.98,68
1,1,81,9.03672,713,0.66,69
1,1,90,11.2861,176.4,0.94,70
1,2,66,8.93262,557,0.74,71
1,2,84,10.9437,479,0.78,72
1,2,90,13.5356,147.2,0.96,73
1,3,60,10.9274,479,0.78,74
1,3,84,11.2926,331.6,0.86,75
1,3,87,9.3759,60,1,76
1,3,90,13.2981,1498.2,0.26,77
1,4,84,9.3759,60,1,78
1,4,87,13.5225,417.4,0.82,79
1,4,90,15.8143,80,1,80
1,5,87,17.3764,1769.6,0.12,81
1,5,90,19.8405,663,0.7,82
1,6,84,13.1996,176.4,0.94,83
1,6,87,17.7082,195.2,0.94,84
1,6,90,18.3053,366,0.86,85
1,7,87,15.5768,1769.6,0.12,86
1,8,78,8.90744,1883.6,0.06,87
3,1,60,14.8347,150.2,1,0
3,1,66,16.7384,150,1,1
3,1,78,18.7235,154,1,2
3,1,81,18.7235,154,1,3
3,1,87,18.8415,160,1,4
3,1,90,21.627,210.2,1,5
3,2,60,12.944,110,1,6
3,2,66,16.81,157.6,0.98,7
3,2,78,18.7235,110.2,1,8
3,2,84,24.9838,110.2,1,9
3,2,87,19.214,120.2,1,10
3,2,90,28.795,236,0.98,11
3,3,60,18.717,111.6,1,12
3,3,81,20.5492,784.2,0.64,13
3,3,84,19.8997,160.4,1,14
3,3,87,23.8447,601.8,0.76,15
3,3,90,26.8848,200.2,1,16
3,4,81,18.8382,1511.4,0.26,17
3,4,84,23.9618,1117.6,0.48,18
3,4,87,32.8148,201,1,19
3,4,90,35.4205,220.4,1,20
3,5,87,35.4791,218.2,0.98,21
3,5,90,43.0481,238.4,1,22
3,6,84,27.7432,140,1,23
3,6,87,33.1735,180.6,1,24
3,6,90,42.0669,240.2,1,25
3,7,84,30.0651,171.2,1,26
3,7,87,33.7185,226.8,0.98,27
3,7,90,40.4966,260.4,1,28
3,8,78,23.8462,317.2,0.9,29
3,8,81,22.2346,243.4,0.96,30
3,8,84,31.1429,208.2,0.98,31
3,8,90,43.4684,300.6,1,32
2,1,60,14.1124,110,1,33
2,1,66,16.0421,110,1,34
2,1,78,17.9459,150.2,0.98,35
2,1,81,17.9524,110,1,36
2,1,87,18.285,131.2,1,37
2,1,90,20.9038,1490.4,0.28,38
2,2,60,12.1989,963.2,0.54,39
2,2,66,15.9998,1616.8,0.2,40
2,2,78,18.0825,310.4,0.88,41
2,2,84,24.281,162.4,0.96,42
2,2,87,18.5893,669,0.7,43
2,2,90,27.6676,588.2,0.76,44
2,3,60,18.2029,282.2,0.9,45
2,3,84,19.144,903.8,0.58,46
2,3,87,23.4045,1962.2,0.02,47
2,3,90,25.9786,1107.2,0.48,48
2,4,81,18.0085,1462.4,0.28,49
2,4,84,23.0499,188.6,0.96,50
2,4,87,31.6646,1256,0.4,51
2,4,90,34.0677,709,0.7,52
2,5,87,34.2629,126.8,1,53
2,5,90,41.3334,225.6,0.96,54
2,6,84,26.8737,100.6,1,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,40.4749,161.6,1,57
2,7,84,29.15,120.4,1,58
2,7,87,32.2518,214.6,0.96,59
2,7,90,38.638,737.6,0.7,60
2,8,75,18.3314,129.8,0.98,61
2,8,78,22.6806,90.6,1,62
2,8,81,21.5634,430.8,0.84,63
2,8,84,30.2692,1739,0.14,64
2,8,90,41.6674,330.4,0.94,65
1,1,60,7.11672,50,1,66
1,1,66,10.9112,323,0.86,67
1,1,78,10.8917,830,0.6,68
1,1,81,9.03021,89,0.98,69
1,1,90,11.0909,758.4,0.64,70
1,2,66,8.90985,557,0.74,71
1,2,84,10.9339,362,0.84,72
1,2,90,13.5323,263,0.9,73
1,3,60,10.7485,1376,0.32,74
1,3,84,11.2894,331.6,0.86,75
1,3,87,9.36614,176.4,0.94,76
1,3,90,13.2981,1498.2,0.26,77
1,4,84,9.3759,60,1,78
1,4,87,13.5323,456,0.8,79
1,4,90,15.8143,156.8,0.96,80
1,5,87,17.5814,771.2,0.64,81
1,5,90,19.9837,357.4,0.86,82
1,6,84,13.2029,215.2,0.92,83
1,6,87,17.6887,233.6,0.92,84
1,6,90,18.3671,328,0.88,85
1,7,87,15.6288,1884.8,0.06,86
1,8,78,8.90744,1883.6,0.06,87
3,1,60,14.8347,150.6,1,0
3,1,66,16.7384,150,1,1
3,1,78,18.6584,150,1,2
3,1,81,18.6617,150.2,1,3
3,1,87,18.8512,160,1,4
3,1,90,21.6335,245.8,0.98,5
3,2,60,12.931,110.8,1,6
3,2,66,16.7449,120.2,1,7
3,2,78,18.6649,110,1,8
3,2,84,24.9513,110,1,9
3,2,87,19.2433,120,1,10
3,2,90,28.782,200,1,11
3,3,60,18.717,110.8,1,12
3,3,81,20.6305,101.2,1,13
3,3,84,20.0917,160,1,14
3,3,87,23.8447,601.8,0.76,15
3,3,90,26.8945,200.6,1,16
3,4,81,18.8577,121.4,1,17
3,4,84,23.9618,1117.6,0.48,18
3,4,87,32.818,201,1,19
3,4,90,35.4238,221.2,1,20
3,5,87,35.4823,181.2,1,21
3,5,90,43.4027,260,1,22
3,6,84,27.7595,140.6,1,23
3,6,87,33.0791,944.4,0.58,24
3,6,90,42.0636,240.6,1,25
3,7,84,30.0521,172,1,26
3,7,87,33.712,190.2,1,27
3,7,90,40.4966,260.4,1,28
3,8,78,23.83,391.8,0.86,29
3,8,81,22.4786,429.4,0.86,30
3,8,84,31.1429,170.6,1,31
3,8,90,43.4782,334.6,0.98,32
2,1,60,14.1156,110,1,33
2,1,66,16.0616,110,1,34
2,1,78,17.9524,110.4,1,35
2,1,81,17.9524,110,1,36
2,1,87,18.1939,124.8,1,37
2,1,90,20.8517,469.6,0.84,38
2,2,60,12.2477,963.2,0.54,39
2,2,66,16.0551,272.4,0.9,40
2,2,78,18.1053,233.6,0.92,41
2,2,84,24.2972,163.2,0.96,42
2,2,87,18.5828,781.6,0.64,43
2,2,90,27.6903,1518.2,0.26,44
2,3,60,18.1996,244.2,0.92,45
2,3,84,19.144,903.8,0.58,46
2,3,87,23.0174,147.8,0.98,47
2,3,90,25.9786,1107.2,0.48,48
2,4,81,18.1289,157.2,0.96,49
2,4,84,23.0467,188.6,0.96,50
2,4,87,31.7394,1070,0.5,51
2,4,90,33.6969,1963,0.02,52
2,5,87,34.2825,165.6,0.98,53
2,5,90,41.3334,225.6,0.96,54
2,6,84,26.75,784,0.64,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,39.8471,1889.6,0.06,57
2,7,84,29.1304,120.4,1,58
2,7,87,32.2518,214.6,0.96,59
2,7,90,37.971,1892.4,0.06,60
2,8,75,18.3379,92.2,1,61
2,8,78,22.6839,91,1,62
2,8,81,21.5797,393.8,0.86,63
2,8,84,30.2692,1739,0.14,64
2,8,90,41.6544,292.8,0.96,65
1,1,60,6.9996,596,0.72,66
1,1,66,10.8461,674,0.68,67
1,1,78,10.9535,89,0.98,68
1,1,81,9.03672,50,1,69
1,1,90,11.2861,176.4,0.94,70
1,2,66,8.99118,1727,0.14,71
1,2,84,10.9567,89,0.98,72
1,2,90,13.5518,919.2,0.56,73
1,3,60,10.9274,479,0.78,74
1,3,84,11.2894,176.4,0.94,75
1,3,87,9.35963,137.6,0.96,76
1,3,90,13.2981,1498.2,0.26,77
1,4,84,9.3759,98.8,0.98,78
1,4,87,13.5551,263,0.9,79
1,4,90,15.8012,156.8,0.96,80
1,5,87,17.3764,1769.6,0.12,81
1,5,90,19.8405,663,0.7,82
1,6,84,13.2126,176.4,0.94,83
1,6,87,17.6302,540.8,0.76,84
1,6,90,18.4061,214,0.94,85
1,7,87,15.5768,1884.8,0.06,86
1,8,78,8.90744,1883.6,0.06,87
3,1,60,14.8347,151.2,1,0
3,1,66,16.7384,150,1,1
3,1,78,18.5739,1112,0.48,2
3,1,81,18.6812,151,1,3
3,1,87,18.874,160.2,1,4
3,1,90,21.6172,245.8,0.98,5
3,2,60,13.0448,115.8,1,6
3,2,66,16.7384,120,1,7
3,2,78,18.9447,1169.2,0.44,8
3,2,84,24.9903,112.4,1,9
3,2,87,19.188,120,1,10
3,2,90,28.7918,200.6,1,11
3,3,60,18.7495,150.4,0.98,12
3,3,81,20.5492,784.2,0.64,13
3,3,84,20.2055,160,1,14
3,3,87,23.8447,601.8,0.76,15
3,3,90,26.8913,200,1,16
3,4,81,18.8382,1511.4,0.26,17
3,4,84,23.9618,1117.6,0.48,18
3,4,87,32.8311,201.8,1,19
3,4,90,35.414,220.2,1,20
3,5,87,35.4921,181.6,1,21
3,5,90,43.3734,364.4,0.94,22
3,6,84,27.8116,140,1,23
3,6,87,33.1572,216.6,0.98,24
3,6,90,42.0604,240,1,25
3,7,84,29.8764,1085.6,0.5,26
3,7,87,33.7022,226.2,0.98,27
3,7,90,40.3307,677.8,0.76,28
3,8,78,23.8332,354.4,0.88,29
3,8,81,22.446,432.2,0.86,30
3,8,84,31.2242,207.6,0.98,31
3,8,90,43.4587,300.2,1,32
2,1,60,14.1286,110.8,1,33
2,1,66,16.0779,116,1,34
2,1,78,18.0109,110,1,35
2,1,81,18.1476,1131.4,0.46,36
2,1,87,18.1744,125.6,1,37
2,1,90,20.9038,1490.4,0.28,38
2,2,60,12.2347,1078.4,0.48,39
2,2,66,15.9998,1616.8,0.2,40
2,2,78,18.089,233.6,0.92,41
2,2,84,24.2679,83.2,1,42
2,2,87,18.5698,1197.8,0.42,43
2,2,90,27.6903,1518.2,0.26,44
2,3,60,18.1963,320.2,0.88,45
2,3,84,19.144,903.8,0.58,46
2,3,87,23.4045,1962.2,0.02,47
2,3,90,25.9786,1107.2,0.48,48
2,4,81,18.0085,1462.4,0.28,49
2,4,84,23.0792,116,1,50
2,4,87,31.7817,809.6,0.64,51
2,4,90,34.0677,709,0.7,52
2,5,87,34.1588,270.4,0.92,53
2,5,90,41.3334,225.6,0.96,54
2,6,84,26.75,784,0.64,55
2,6,87,32.0094,697.8,0.7,56
2,6,90,40.4749,161.6,1,57
2,7,84,29.1272,157.6,0.98,58
2,7,87,32.2518,214.6,0.96,59
2,7,90,38.638,737.6,0.7,60
2,8,75,18.2989,205,0.94,61
2,8,78,22.6806,90.8,1,62
2,8,81,21.5634,506.4,0.8,63
2,8,84,30.2692,1739,0.14,64
2,8,90,41.5698,470.2,0.86,65
1,1,60,7.0972,245,0.9,66
1,1,66,10.7615,830,0.6,67
1,1,78,10.9405,206,0.92,68
1,1,81,9.03672,50,1,69
1,1,90,11.0909,758.4,0.64,70
1,2,66,9.03021,89,0.98,71
1,2,84,10.9339,245,0.9,72
1,2,90,13.5095,378.8,0.84,73
1,3,60,10.7485,1376,0.32,74
1,3,84,11.2796,215.2,0.92,75
1,3,87,9.36614,176.4,0.94,76
1,3,90,13.2981,1498.2,0.26,77
1,4,84,9.37265,137.6,0.96,78
1,4,87,13.4965,649,0.7,79
1,4,90,15.8143,80,1,80
1,5,87,17.3764,1769.6,0.12,81
1,5,90,19.8405,663,0.7,82
1,6,84,13.2061,292.8,0.88,83
1,6,87,17.679,1577.6,0.22,84
1,6,90,18.2337,632,0.72,85
1,7,87,15.5768,1769.6,0.12,86
1,8,78,8.90744,1883.6,0.06,87
